"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
0.25,1,0.5,10,1000,82,1,1,-0.0208409798285866,0.0820981177494328,0.0178987803965855,0.0101723169913822
0.25,1,0.5,10,1000,84,1,1,0.0306026429857525,0.147826856902932,0.0294435505015308,0.0170177164794521
0.25,1,0.5,10,1000,86,1,1,-0.0598582659459764,0.193850599053181,0.0130550024877017,0.00328891496765202
0.25,1,0.5,10,1000,88,1,1,0.0809875661582495,0.11103954150945,0.106510675425938,0.010346793400122
0.25,1,0.5,10,1000,90,1,1,-0.0863757962573836,0.0886786921204292,-0.0152997217865528,0.00472364420702184
0.25,1,0.5,10,1000,92,1,1,-0.12601672978281,0.305802523740542,-0.049172259874603,0.0076996975710022
0.25,1,0.5,10,1000,94,1,1,0.177087419917782,0.161345273692832,0.0775444214725158,0.00434006285696582
0.25,1,0.5,10,1000,96,1,1,-0.0150415247338566,0.391203958260151,-0.0803843590946392,0.0222193579106869
0.25,1,0.5,10,1000,98,1,1,-0.13931816628815,0.213046801077584,0.093833647338192,0.0470514660374049
0.25,1,0.5,10,1000,100,1,1,0.0875792097544547,0.16311266531863,0.00779263235807315,0.0173925628680314
1,1,0.5,10,1000,2,1,1,0.0225253480617485,0.0903104254171875,-0.0512069194896374,0.00151133332937469
1,1,0.5,10,1000,4,1,1,-0.0207939745608543,0.0624801942501493,0.0113671742825746,0.0030660314768302
1,1,0.5,10,1000,6,1,1,-0.00151295900698139,0.0839263732932988,-0.00797617351293614,0.000654399570558235
1,1,0.5,10,1000,8,1,1,-0.0636638715659535,0.0824762314001626,0.0132816366563594,0.00757600420930995
1,1,0.5,10,1000,10,1,1,0.018600136642894,0.0340879929147544,0.0458447176791754,0.00360575855394555
1,1,0.5,10,1000,12,1,1,0.011583541329963,0.0609249792239329,0.0151652995223246,0.00399884854413227
1,1,0.5,10,1000,14,1,1,-0.011541902268837,0.0735774853253648,-0.0305511630478791,0.00380736345404888
1,1,0.5,10,1000,16,1,1,0.0177758889042844,0.0779700555279516,0.018127851565025,0.000569599784512623
1,1,0.5,10,1000,18,1,1,0.0224900677598692,0.0765072521185647,-0.0170813223035705,0.00296451402821837
1,1,0.5,10,1000,20,1,1,-0.00280318494931513,0.0441531749937367,0.0246660984476296,0.00833553622326122
1,1,0.5,10,1000,22,1,1,-0.0713348926034943,0.0738842857235633,-0.05002343453364,0.00401905631723714
1,1,0.5,10,1000,24,1,1,-0.0446266986839607,0.0283493128241157,-0.0339807977754757,0.0019143451588181
1,1,0.5,10,1000,26,1,1,0.0139468049732711,0.086970269970448,-0.0146676864908085,0.00812713721522107
1,1,0.5,10,1000,28,1,1,-0.0401970311685596,0.0829815717923047,-0.0650822576097137,0.0139589737525265
1,1,0.5,10,1000,30,1,1,0.00225456676757712,0.0973908852359243,0.0169491462333007,0.00992655475856893
1,1,0.5,10,1000,32,1,1,-0.028054988550362,0.100834007604989,0.0172863851217311,0.00865039207389319
1,1,0.5,10,1000,34,1,1,-0.0239164936363236,0.0502275837128206,-0.0162189573703912,0.0010207045475356
1,1,0.5,10,1000,36,1,1,0.0482948340896538,0.0982015745722265,0.00230003302175668,0.0103033424273648
1,1,0.5,10,1000,38,1,1,0.0256537685292428,0.0532943661056715,0.0373058989565278,0.00189836084408244
1,1,0.5,10,1000,40,1,1,-0.0455085263272779,0.0528473101332934,-0.0442040850221493,0.017413973752257
1,1,0.5,10,1000,42,1,1,-0.0224386065855129,0.0752446885741138,-0.00613956804057358,0.00425354335173108
1,1,0.5,10,1000,44,1,1,-0.00472306746337485,0.113500171792753,0.022320053057068,0.00235652517529277
1,1,0.5,10,1000,46,1,1,-0.0150695107219114,0.0703882947388937,0.00678285467607849,0.00710288432239496
1,1,0.5,10,1000,48,1,1,-0.00711408310105177,0.0857183906626883,0.0362245346737229,0.00191007994854962
1,1,0.5,10,1000,50,1,1,0.00987846310543106,0.0345810171190107,-0.0417524549122828,0.00446204034394765
1,1,0.5,10,1000,52,1,1,0.0744532565347855,0.0723511877348052,0.0415357489281267,0.00326468125576893
1,1,0.5,10,1000,54,1,1,-0.0696613071945449,0.0501548845338861,-0.0240515799773867,0.00568398705692451
1,1,0.5,10,1000,56,1,1,0.00313624387722364,0.0358968296005106,0.0474940110020524,0.0121677425498445
1,1,0.5,10,1000,58,1,1,0.0150898215416063,0.0518274811341898,-0.0120069723732449,0.00493795598679006
1,1,0.5,10,1000,60,1,1,0.0137671970777805,0.0665586178637724,-0.0369951658648582,0.00723993848340367
1,1,0.5,10,1000,62,1,1,-0.00938685193428948,0.0654208077547974,0.0402832195276114,0.00245676861171003
1,1,0.5,10,1000,64,1,1,0.0635114835297353,0.13122897007484,-0.0149692389740079,0.00646509830851494
1,1,0.5,10,1000,66,1,1,0.00723306993849095,0.0898126596640115,0.0140050602799534,0.00266871865289669
1,1,0.5,10,1000,68,1,1,0.0974802162195166,0.0683225172725765,0.0763693196508202,0.00675159566457054
1,1,0.5,10,1000,70,1,1,0.0492399585896642,0.0793026490690125,0.0323265570808327,0.00336552677380601
1,1,0.5,10,1000,72,1,1,0.00237281394605966,0.0774276464996521,0.0119890336004821,0.00343809863970926
1,1,0.5,10,1000,74,1,1,0.0438881809337744,0.0481310899226,-0.0724722587974973,0.00719201262865897
1,1,0.5,10,1000,76,1,1,-0.0726502257029769,0.0821876950643769,0.0031673429506577,0.00549896403097531
1,1,0.5,10,1000,78,1,1,0.0275183131190676,0.112605883703177,-0.0213495547857224,0.00723575850760656
1,1,0.5,10,1000,80,1,1,-0.0259787002187376,0.0849208212228631,0.0166129424831607,0.0236936154589659
1,1,0.5,10,1000,82,1,1,0.00612900004212989,0.139901547055764,0.0292179548941474,0.0120903707193472
1,1,0.5,10,1000,84,1,1,0.0904640995994427,0.238361429075929,0.110790406180173,0.0551762356875462
1,1,0.5,10,1000,86,1,1,0.120599302278991,0.227012148516622,-0.00975091101737777,0.0109403265273499
1,1,0.5,10,1000,88,1,1,0.0129434515703708,0.176433484138476,0.0751816745422025,0.0310794201215663
1,1,0.5,10,1000,90,1,1,0.036599227903081,0.157052855157376,0.0623417472435068,0.0166413888558923
1,1,0.5,10,1000,92,1,1,0.13534390730573,0.301080741462915,0.0838931512532712,0.04817600420165
1,1,0.5,10,1000,94,1,1,0.0690295176380699,0.114576701326901,0.0365941078751718,0.0789805709492383
1,1,0.5,10,1000,96,1,1,0.0845613635808372,0.18723165254713,0.143358978029911,0.0367108838593242
1,1,0.5,10,1000,98,1,1,-0.0937424905302018,0.194672949991744,-0.0750629672621118,0.044393539564093
1,1,0.5,10,1000,100,1,1,-0.0898759194856095,0.134217129080845,-0.0752349287451115,0.0112458275640378
5,1,0.5,10,1000,2,1,1,-0.0378219569180033,0.230860382990496,-0.199491527088738,0.0386603189087407
5,1,0.5,10,1000,4,1,1,0.000911596468968509,0.192156840522097,-0.040251545965786,0.165972956127393
5,1,0.5,10,1000,6,1,1,-0.124794001458642,0.0566976165802371,-0.304562012948701,0.0877567763433221
5,1,0.5,10,1000,8,1,1,0.0207680399552079,0.235532704189831,0.0945416566624433,0.141794188918441
5,1,0.5,10,1000,10,1,1,-0.0168200548848194,0.264121293835195,-0.163761417976965,0.161631394619663
5,1,0.5,10,1000,12,1,1,0.0408323965822384,0.0943932152893541,0.0418775279056009,0.162453985811378
5,1,0.5,10,1000,14,1,1,0.102423223380198,0.142220226750404,0.175149428869152,0.170247014848308
5,1,0.5,10,1000,16,1,1,-0.0986969734898231,0.137743217702584,-0.0442374374503745,0.0677104021912107
5,1,0.5,10,1000,18,1,1,0.0387897845140689,0.118386567084387,0.371468966177463,0.0213421631564591
5,1,0.5,10,1000,20,1,1,-0.0998385049146961,0.172244360823331,-0.00235893342672848,0.122660181933339
5,1,0.5,10,1000,22,1,1,-0.0389951439835189,0.0928689412697384,-0.318401819755528,0.170284732970059
5,1,0.5,10,1000,24,1,1,0.0498659181805643,0.222636966240869,-0.00666634231466938,0.150040647103066
5,1,0.5,10,1000,26,1,1,0.0025916238724589,0.214225707165097,-0.0304443463855758,0.137294181097809
5,1,0.5,10,1000,28,1,1,0.0442603553675981,0.125812379410193,-0.042628655718278,0.0736503285187101
5,1,0.5,10,1000,30,1,1,0.0432986226620836,0.288919326405506,0.111748106408373,0.232814956081911
5,1,0.5,10,1000,32,1,1,-0.0132523883959118,0.159960498538679,-0.0131188009307361,0.128211865578827
5,1,0.5,10,1000,34,1,1,0.0596538836493253,0.165263987580513,0.246990586419341,0.0491327380904251
5,1,0.5,10,1000,36,1,1,0.0182773080032684,0.154019993871644,0.0510351161965676,0.129690999343899
5,1,0.5,10,1000,38,1,1,-0.0899178043070026,0.231893057216968,-0.339629262814499,0.0545393095739247
5,1,0.5,10,1000,40,1,1,-0.0886916066810073,0.053988113782019,-0.00554008935786754,0.0380400944743255
5,1,0.5,10,1000,42,1,1,0.0150686672624987,0.0872510506213377,0.200406952783782,0.119535948644523
5,1,0.5,10,1000,44,1,1,0.0280282167032185,0.215719055972774,-0.0679977110271237,0.0324022353264993
5,1,0.5,10,1000,46,1,1,0.0161926787244552,0.177679818169091,0.0086237928338591,0.202323491953937
5,1,0.5,10,1000,48,1,1,0.0120796581824625,0.289747687237055,0.104628826700078,0.0673840966898675
5,1,0.5,10,1000,50,1,1,-0.0679391841469502,0.287309795727754,-0.159015477246936,0.134027236396948
5,1,0.5,10,1000,52,1,1,-0.0238550639352934,0.321700091908655,-0.183341057645641,0.228019165342699
5,1,0.5,10,1000,54,1,1,-0.0974426064673166,0.310051015652365,-0.017022446156512,0.123235143233055
5,1,0.5,10,1000,56,1,1,-0.192766870017137,0.194333344682414,-0.194268934850604,0.090261021092556
5,1,0.5,10,1000,58,1,1,-0.086848215511507,0.180190266346776,-0.0799135667764817,0.106601069745403
5,1,0.5,10,1000,60,1,1,-0.0140371426596341,0.320762323341198,-0.0421063158263695,0.12492739730528
5,1,0.5,10,1000,62,1,1,0.0542362865955296,0.228822331483963,-0.0910800319795153,0.0218234240413546
5,1,0.5,10,1000,64,1,1,0.09520369091649,0.290211756602135,0.0110963579003135,0.0398368847197066
5,1,0.5,10,1000,66,1,1,0.0821174429654454,0.291308950185861,0.0653103447558025,0.085445063767254
5,1,0.5,10,1000,68,1,1,0.290542897565572,0.435481104928776,0.142577248396962,0.112150746276685
5,1,0.5,10,1000,70,1,1,-0.0740496747656266,0.400262128279604,-0.211003553405806,0.255377311541101
5,1,0.5,10,1000,72,1,1,0.10153456851159,0.297025435364384,0.215347343826982,0.204420090421376
5,1,0.5,10,1000,74,1,1,-0.0478353581507167,0.221827533157374,0.103975379394169,0.0530421748150523
5,1,0.5,10,1000,76,1,1,-0.0094458660894245,0.321019869703502,-0.0471400693729509,0.182516865815519
5,1,0.5,10,1000,78,1,1,-0.115339846676748,0.526091969010425,0.0269611479914652,0.327959492590572
5,1,0.5,10,1000,80,1,1,0.301315157794992,0.278749901296835,0.235140968622873,0.171270022896042
5,1,0.5,10,1000,82,1,1,0.182829166592219,0.251436491840017,0.205147976248664,0.0902710512970492
5,1,0.5,10,1000,84,1,1,-0.176318722066526,0.33161421361304,-0.257864504379543,0.0447174465385858
5,1,0.5,10,1000,86,1,1,-0.0721110594270431,0.382050711733377,-0.142543803464249,0.0565979106612744
5,1,0.5,10,1000,88,1,1,0.182416144448381,0.31049602128007,0.168807691198321,0.0456716771887168
5,1,0.5,10,1000,90,1,1,-0.0807231734575377,0.373792946026937,-0.050060212678054,0.388568350743688
5,1,0.5,10,1000,92,1,1,0.540234992378913,0.362519557088932,0.26764505637707,0.119184259763906
5,1,0.5,10,1000,94,1,1,0.219166416149275,0.215432288000531,0.992174265360174,1.51933775534938
5,1,0.5,10,1000,96,1,1,0.0205440304078133,0.441365211222029,-0.117637341291563,0.55175345060351
5,1,0.5,10,1000,98,1,1,0.191900147305225,0.374974887453358,0.367488098527067,0.510354666590292
5,1,0.5,10,1000,100,1,1,0.128069290203811,0.304060006756112,-0.039009793158861,1.04338715443607
1,0.25,0.5,10,1000,2,1,1,-0.0348055083959612,0.0571166461591561,-0.0316124811710112,0.00996352810563512
1,0.25,0.5,10,1000,4,1,1,0.00756268521512309,0.029772053439576,0.0577941678219382,0.00269838168103833
1,0.25,0.5,10,1000,6,1,1,3.34869480984601e-05,0.0649965426706949,-0.00120317008405069,0.0112923288727082
1,0.25,0.5,10,1000,8,1,1,0.0225425515909815,0.0526635105115363,0.0106864317715883,0.00550492017515091
1,0.25,0.5,10,1000,10,1,1,0.0320178014891797,0.0409524400341078,0.0883100799062005,0.00455805561892936
1,0.25,0.5,10,1000,12,1,1,-0.0770633088510563,0.0622661014707764,-0.079590376529202,0.00916254239505436
1,0.25,0.5,10,1000,14,1,1,-0.0234478872975832,0.065774873803006,-0.0407762772899105,0.00368246389046764
1,0.25,0.5,10,1000,16,1,1,-0.00657487792455382,0.0856317992794458,-0.0127878835993943,0.0109921635401836
1,0.25,0.5,10,1000,18,1,1,0.00123744432530333,0.104261011742901,0.0432790242054847,0.0112193114383817
1,0.25,0.5,10,1000,20,1,1,0.0153038504165075,0.122565145466434,0.0718011172986773,0.00954609054186153
1,0.25,0.5,10,1000,22,1,1,-0.0567914527671149,0.0240432529323271,-0.0580928170461175,0.00535283743755722
1,0.25,0.5,10,1000,24,1,1,-0.0155696532930581,0.0768296612031268,0.0116175775693011,0.0114097921571285
1,0.25,0.5,10,1000,26,1,1,-0.0898777931154671,0.0801339615611224,-0.114512417577035,0.0127800687080449
1,0.25,0.5,10,1000,28,1,1,-0.0608766383008172,0.0692656376068588,-0.0629426029774951,0.00558707143880829
1,0.25,0.5,10,1000,30,1,1,-0.0385839869404657,0.0499553485246332,0.014687956439363,0.00471725414978822
1,0.25,0.5,10,1000,32,1,1,-0.0411350320774272,0.074473561124339,-0.030056012093652,0.00145579133722065
1,0.25,0.5,10,1000,34,1,1,0.0148585860767208,0.0442229497483118,0.00121164064206678,0.00528783052126981
1,0.25,0.5,10,1000,36,1,1,0.00148889611090615,0.1168113998203,-0.0267867363504934,0.0192932335784777
1,0.25,0.5,10,1000,38,1,1,-0.0448488720642456,0.067953606387119,-0.0609473177610915,0.00771166290960199
1,0.25,0.5,10,1000,40,1,1,-0.0299143289727731,0.105720650196261,0.0210344521149191,0.0200501373894579
1,0.25,0.5,10,1000,42,1,1,0.0559490242019602,0.0808936817561261,0.0905719689994412,0.00474642628703936
1,0.25,0.5,10,1000,44,1,1,0.0470842623147691,0.108590603708787,-0.00577414290795973,0.0081559396671194
1,0.25,0.5,10,1000,46,1,1,-0.0124574223457585,0.0569333862153618,-0.00171808512878813,0.00143216603744044
1,0.25,0.5,10,1000,48,1,1,-0.000938083615552499,0.135107052718237,0.0259805774007953,0.0333050799709697
1,0.25,0.5,10,1000,50,1,1,-0.0122337940807024,0.0596097299964609,-0.0082807707265596,0.00718768164991734
1,0.25,0.5,10,1000,52,1,1,0.0614923894149467,0.0538862103238412,0.0965435371009501,0.00316020728409487
1,0.25,0.5,10,1000,54,1,1,0.0452159554702366,0.0801313378498527,0.0444735670677183,0.00314590216958015
1,0.25,0.5,10,1000,56,1,1,-0.00822200628379415,0.0997496991325156,0.0172190920910524,0.0196954779118602
1,0.25,0.5,10,1000,58,1,1,0.0133415938562277,0.0715318450143116,-0.0538839322318488,0.00359761471027602
1,0.25,0.5,10,1000,60,1,1,0.0718356753337322,0.0580710977567625,0.0918024870729319,0.00988547381573895
1,0.25,0.5,10,1000,62,1,1,-0.00234066609426429,0.0933613245413662,-0.0041707362601874,0.0211122272363058
1,0.25,0.5,10,1000,64,1,1,0.00298895107821552,0.159813057172283,0.0200776411862934,0.0163385641670714
1,0.25,0.5,10,1000,66,1,1,0.0684689856800284,0.0396422730889578,0.11822195562424,0.0129571816498313
1,0.25,0.5,10,1000,68,1,1,0.0359388213705656,0.107475670636255,0.0292126442456695,0.00282848598121997
1,0.25,0.5,10,1000,70,1,1,-0.0129443407018659,0.073441679042756,0.0207183043169602,0.00739825702158143
1,0.25,0.5,10,1000,72,1,1,0.0712989993903085,0.118934104855783,0.0574377679696626,0.0302280203814651
1,0.25,0.5,10,1000,74,1,1,0.01100256684287,0.0776809671249254,-0.0679352275054024,0.00621742338441138
1,0.25,0.5,10,1000,76,1,1,0.0002689768288473,0.151251939786258,0.00761311198598569,0.0468591209962259
1,0.25,0.5,10,1000,78,1,1,-0.0747106638803132,0.136182497438162,-0.0628303675416961,0.0257660465139955
1,0.25,0.5,10,1000,80,1,1,-0.0693711434696966,0.0989224828524775,-0.0738476714101673,0.00935023066547885
1,0.25,0.5,10,1000,82,1,1,-0.124821915529522,0.0943929995128403,-0.178448303379815,0.0175913370319317
1,0.25,0.5,10,1000,84,1,1,0.080830634430411,0.123404806162106,0.0321221966065177,0.00872585540115501
1,0.25,0.5,10,1000,86,1,1,0.144144074798837,0.21244377435002,0.111393018738008,0.0614882699803049
1,0.25,0.5,10,1000,88,1,1,0.0944715496167497,0.119949660963528,0.120778538648228,0.0310356864580126
1,0.25,0.5,10,1000,90,1,1,0.0187455225583419,0.199637516905512,0.0121953208113232,0.0689633133168268
1,0.25,0.5,10,1000,92,1,1,0.153881667531552,0.29632863093305,0.226986441601048,0.113216521792088
1,0.25,0.5,10,1000,94,1,1,-0.211500222774158,0.278484414015322,-0.0662191033616029,0.114665724540975
1,0.25,0.5,10,1000,96,1,1,-0.0619555273856444,0.235377855097295,-0.112981879782011,0.067635512467346
1,0.25,0.5,10,1000,98,1,1,0.108572439573306,0.244485957726544,0.0130015951020353,0.136827756842158
1,0.25,0.5,10,1000,100,1,1,0.0868060976779592,0.235510244515279,0.0980400898875241,0.0115497762027496
1,5,0.5,10,1000,2,1,1,-0.113514800249981,0.145325796869763,-0.0113751975449231,0.0164290443616488
1,5,0.5,10,1000,4,1,1,-0.108576490198723,0.14326556770815,-0.00946854441348479,0.0237270212526782
1,5,0.5,10,1000,6,1,1,0.0800591213461001,0.101909348854717,0.117179403292155,0.000452828468444338
1,5,0.5,10,1000,8,1,1,-0.0790604464368635,0.103907198647251,0.0554899855299187,0.0102538746023888
1,5,0.5,10,1000,10,1,1,0.0900402649962761,0.268338744940259,0.0158091528521054,0.0093801938912972
1,5,0.5,10,1000,12,1,1,0.0009847831644335,0.136970887031558,0.0757379847146261,0.00722045521746806
1,5,0.5,10,1000,14,1,1,0.036500353976566,0.120327812767473,0.0121664393088072,0.00499403312954416
1,5,0.5,10,1000,16,1,1,0.160220409276938,0.0930430214220256,0.062021311454009,0.00370403850401726
1,5,0.5,10,1000,18,1,1,0.0529065187157139,0.0970405429980584,0.0845090405917017,0.0108223532851196
1,5,0.5,10,1000,20,1,1,-0.0813421506424415,0.0954560037043285,-0.0324398877137783,0.00142464328969453
1,5,0.5,10,1000,22,1,1,-0.113591027358194,0.120919107112446,-0.0485281246563759,0.00669317353800457
1,5,0.5,10,1000,24,1,1,0.0203810988469471,0.0751124709677918,0.000429118257327454,0.0131392151487447
1,5,0.5,10,1000,26,1,1,0.0281306234027447,0.0607786897660284,0.0401681795635172,0.000575491423451568
1,5,0.5,10,1000,28,1,1,-0.0675587498330986,0.11528411040168,0.0213483089940544,0.0111941624572982
1,5,0.5,10,1000,30,1,1,0.119949042743899,0.198451742399325,0.0749113833137477,0.00381108071792102
1,5,0.5,10,1000,32,1,1,0.0811814253910095,0.18525800027258,0.00385238592188597,0.0172345055689412
1,5,0.5,10,1000,34,1,1,-0.0591441310430992,0.212184096557065,0.00861101148302021,0.0114065662683684
1,5,0.5,10,1000,36,1,1,-0.0300201561445714,0.125733827606218,-0.0390614912258537,0.00636267805659343
1,5,0.5,10,1000,38,1,1,0.0132475016698129,0.195081527997026,-0.0377279135371254,0.00252395008786565
1,5,0.5,10,1000,40,1,1,-0.130773199082631,0.165956146705985,-0.0201707096431508,0.0101017528642531
1,5,0.5,10,1000,42,1,1,-0.0725708239916939,0.193910619876066,0.00301862600682699,0.0311194350636388
1,5,0.5,10,1000,44,1,1,0.00231900498310909,0.173938850390339,0.0307736925108562,0.00632867661412106
1,5,0.5,10,1000,46,1,1,0.0471930978593853,0.181327669740283,0.0590901542837013,0.0113792159555826
1,5,0.5,10,1000,48,1,1,0.0297721563121996,0.177755293098205,0.061216523188575,0.00943192915955848
1,5,0.5,10,1000,50,1,1,-0.00258998929827092,0.201264534221581,0.0131768883034367,0.0150309463865214
1,5,0.5,10,1000,52,1,1,-0.121589874585972,0.198128293697394,0.0339026754391448,0.0074897020405708
1,5,0.5,10,1000,54,1,1,0.145471914577316,0.234380251003542,0.00044675700917729,0.00400101122788546
1,5,0.5,10,1000,56,1,1,-0.0559660554241481,0.24337152654827,-0.049527668142626,0.0254403548481335
1,5,0.5,10,1000,58,1,1,-0.116694953312494,0.142569256829748,-0.0981804776997704,0.0125075655067069
1,5,0.5,10,1000,60,1,1,-0.196026182423417,0.21603377310676,-0.121432385128917,0.00854069960107813
1,5,0.5,10,1000,62,1,1,0.0353881691571519,0.225579697068631,-0.0475052738427007,0.00210663975256949
1,5,0.5,10,1000,64,1,1,-0.135362353085696,0.289267076375228,0.108460776870178,0.023238879012955
1,5,0.5,10,1000,66,1,1,0.0875203649073171,0.338916010850798,0.0304863405065298,0.0204893496973978
1,5,0.5,10,1000,68,1,1,0.0378519951725587,0.331611274092709,-0.00919886301953352,0.0264985384296656
1,5,0.5,10,1000,70,1,1,0.0235671322029396,0.423358181078453,-0.146605188649109,0.0217709911982462
1,5,0.5,10,1000,72,1,1,0.0905037461929693,0.393781686874742,0.0760749553340001,0.00867046430980099
1,5,0.5,10,1000,74,1,1,0.02791384359959,0.190252137359146,-0.0163786424194022,0.00311111054114025
1,5,0.5,10,1000,76,1,1,0.185315510011253,0.203104724965034,0.0921483808323804,0.0387507822070526
1,5,0.5,10,1000,78,1,1,0.0266730576738277,0.20312406875898,0.132733501640501,0.0110524521233558
